date,url,marketing_segment,page_visits,unique_visitors,return_visitors,bounce_rate,avg_session_duration,conversion_rate,conversions
2024-04-18,https://example.com/product-page,Video Ads,25,17,0,0.573,6.93,0.0139,0
2024-04-19,https://example.com/product-page,Direct Traffic,136,93,20,0.243,4.52,0.0323,3
2024-04-19,https://example.com/product-page,Display Ads,37,28,1,0.75,1.27,0.0098,0
2024-04-19,https://example.com/product-page,Email Marketing,77,53,13,0.255,6.12,0.0551,3
2024-04-19,https://example.com/product-page,Organic Search,462,326,60,0.347,2.85,0.0283,9
2024-04-19,https://example.com/product-page,Paid Search,223,164,9,0.394,2.84,0.0519,9
2024-04-19,https://example.com/product-page,Referral,45,34,7,0.426,2.64,0.019,1
2024-04-19,https://example.com/product-page,Social Media,152,115,22,0.551,1.55,0.0093,1
2024-04-19,https://example.com/product-page,Video Ads,26,16,1,0.566,6.21,0.0127,0
2024-04-20,https://example.com/product-page,Direct Traffic,128,101,41,0.317,4.5,0.0268,3
2024-04-20,https://example.com/product-page,Display Ads,28,20,1,0.812,1.69,0.0071,0
2024-04-20,https://example.com/product-page,Email Marketing,86,64,14,0.263,5.96,0.0233,1
2024-04-20,https://example.com/product-page,Organic Search,286,196,53,0.439,4.32,0.0221,4
2024-04-20,https://example.com/product-page,Paid Search,150,108,15,0.397,2.65,0.0524,6
2024-04-20,https://example.com/product-page,Referral,44,32,3,0.37,3.45,0.0209,1
2024-04-20,https://example.com/product-page,Social Media,119,90,25,0.666,2.2,0.0076,1
2024-04-20,https://example.com/product-page,Video Ads,18,13,0,0.523,5.91,0.0116,0
2024-04-21,https://example.com/product-page,Direct Traffic,125,77,28,0.248,4.76,0.0277,2
2024-04-21,https://example.com/product-page,Display Ads,33,26,1,0.702,1.9,0.0078,0
2024-04-21,https://example.com/product-page,Email Marketing,62,43,17,0.208,4.24,0.0407,2
2024-04-21,https://example.com/product-page,Organic Search,269,161,34,0.438,4.73,0.0358,6
2024-04-21,https://example.com/product-page,Paid Search,223,143,16,0.357,2.05,0.0216,3
2024-04-21,https://example.com/product-page,Referral,40,26,3,0.532,2.83,0.0237,1
2024-04-21,https://example.com/product-page,Social Media,127,84,22,0.524,1.83,0.0203,2
2024-04-21,https://example.com/product-page,Video Ads,21,14,0,0.521,6.67,0.0175,0
2024-04-22,https://example.com/product-page,Direct Traffic,141,110,26,0.265,3.5,0.0237,3
2024-04-22,https://example.com/product-page,Display Ads,36,28,2,0.732,1.84,0.0083,0
2024-04-22,https://example.com/product-page,Email Marketing,107,68,12,0.272,6.23,0.0245,2
2024-04-22,https://example.com/product-page,Organic Search,554,396,84,0.436,4.15,0.025,10
2024-04-22,https://example.com/product-page,Paid Search,299,194,20,0.394,2.73,0.025,5
2024-04-22,https://example.com/product-page,Referral,54,34,6,0.514,4.03,0.0268,1
2024-04-22,https://example.com/product-page,Social Media,189,138,20,0.499,2.52,0.0092,1
2024-04-22,https://example.com/product-page,Video Ads,26,18,0,0.469,6.2,0.0122,0
2024-04-23,https://example.com/product-page,Direct Traffic,157,100,43,0.322,5.05,0.0357,4
2024-04-23,https://example.com/product-page,Display Ads,46,32,2,0.7,1.56,0.0118,0
2024-04-23,https://example.com/product-page,Email Marketing,91,60,28,0.219,5.47,0.052,3
2024-04-23,https://example.com/product-page,Organic Search,507,332,70,0.408,3.41,0.0197,7
2024-04-23,https://example.com/product-page,Paid Search,304,239,33,0.337,2.74,0.0296,7
2024-04-23,https://example.com/product-page,Referral,58,35,2,0.43,2.39,0.0126,0
2024-04-23,https://example.com/product-page,Social Media,190,143,27,0.674,1.92,0.0188,3
2024-04-23,https://example.com/product-page,Video Ads,29,22,0,0.482,6.93,0.0143,0
2024-04-24,https://example.com/product-page,Direct Traffic,147,100,40,0.243,5.72,0.0388,4
2024-04-24,https://example.com/product-page,Display Ads,36,26,3,0.576,1.92,0.0043,0
2024-04-24,https://example.com/product-page,Email Marketing,101,80,20,0.286,5.37,0.0568,5
2024-04-24,https://example.com/product-page,Organic Search,571,359,123,0.474,4.04,0.0285,10
2024-04-24,https://example.com/product-page,Paid Search,312,204,18,0.376,2.27,0.0586,12
2024-04-24,https://example.com/product-page,Referral,70,46,5,0.426,3.57,0.0217,1
2024-04-24,https://example.com/product-page,Social Media,188,117,29,0.705,1.56,0.0121,1
2024-04-24,https://example.com/product-page,Video Ads,27,19,1,0.533,5.4,0.0106,0
2024-04-25,https://example.com/product-page,Direct Traffic,196,156,78,0.341,4.95,0.0237,4
2024-04-25,https://example.com/product-page,Display Ads,37,27,2,0.774,1.33,0.0098,0
2024-04-25,https://example.com/product-page,Email Marketing,111,79,32,0.238,3.8,0.0543,4
2024-04-25,https://example.com/product-page,Organic Search,582,398,79,0.397,4.56,0.0175,7
2024-04-25,https://example.com/product-page,Paid Search,271,201,26,0.306,2.48,0.0263,5
2024-04-25,https://example.com/product-page,Referral,60,42,7,0.413,2.36,0.0115,0
2024-04-25,https://example.com/product-page,Social Media,191,128,35,0.667,1.56,0.0212,3
2024-04-25,https://example.com/product-page,Video Ads,34,20,0,0.579,5.28,0.0088,0
2024-04-26,https://example.com/product-page,Direct Traffic,112,77,43,0.327,3.63,0.0295,2
2024-04-26,https://example.com/product-page,Display Ads,24,16,1,0.69,1.75,0.0062,0
2024-04-26,https://example.com/product-page,Email Marketing,74,55,26,0.209,4.64,0.0411,2
2024-04-26,https://example.com/product-page,Organic Search,329,247,37,0.329,4.49,0.0304,8
2024-04-26,https://example.com/product-page,Paid Search,174,122,10,0.332,2.25,0.0548,7
2024-04-26,https://example.com/product-page,Referral,39,29,3,0.443,3.19,0.0137,0
2024-04-26,https://example.com/product-page,Social Media,152,116,27,0.626,2.34,0.0178,2
2024-04-26,https://example.com/product-page,Video Ads,19,14,0,0.401,6.77,0.0102,0
2024-04-27,https://example.com/product-page,Direct Traffic,140,84,40,0.359,4.77,0.0518,4
2024-04-27,https://example.com/product-page,Display Ads,36,21,1,0.662,1.88,0.0064,0
2024-04-27,https://example.com/product-page,Email Marketing,97,66,16,0.285,4.35,0.0228,2
2024-04-27,https://example.com/product-page,Organic Search,368,290,72,0.406,3.79,0.0254,7
2024-04-27,https://example.com/product-page,Paid Search,195,123,15,0.298,3.45,0.026,3
2024-04-27,https://example.com/product-page,Referral,55,41,6,0.504,2.39,0.0109,0
2024-04-27,https://example.com/product-page,Social Media,168,113,11,0.65,1.54,0.018,2
2024-04-27,https://example.com/product-page,Video Ads,22,16,0,0.505,5.21,0.0148,0
2024-04-28,https://example.com/product-page,Direct Traffic,100,72,30,0.302,4.86,0.0336,2
2024-04-28,https://example.com/product-page,Display Ads,25,16,1,0.584,1.28,0.0094,0
2024-04-28,https://example.com/product-page,Email Marketing,84,65,11,0.266,4.23,0.0467,3
2024-04-28,https://example.com/product-page,Organic Search,311,194,66,0.466,3.71,0.0282,5
2024-04-28,https://example.com/product-page,Paid Search,160,105,8,0.293,2.99,0.0439,5
2024-04-28,https://example.com/product-page,Referral,49,29,4,0.407,2.72,0.0233,1
2024-04-28,https://example.com/product-page,Social Media,160,117,30,0.697,1.85,0.0105,1
2024-04-28,https://example.com/product-page,Video Ads,19,12,0,0.457,6.62,0.0092,0
2024-04-29,https://example.com/product-page,Direct Traffic,228,166,77,0.318,5.7,0.0329,5
2024-04-29,https://example.com/product-page,Display Ads,44,30,3,0.71,1.66,0.0076,0
2024-04-29,https://example.com/product-page,Email Marketing,135,86,27,0.26,6.08,0.0573,5
2024-04-29,https://example.com/product-page,Organic Search,543,333,106,0.387,3.5,0.0217,7
2024-04-29,https://example.com/product-page,Paid Search,295,202,23,0.322,2.42,0.0265,5
2024-04-29,https://example.com/product-page,Referral,88,54,6,0.369,3.11,0.015,1
2024-04-29,https://example.com/product-page,Social Media,225,137,23,0.659,2.49,0.0107,1
2024-04-29,https://example.com/product-page,Video Ads,26,18,0,0.549,6.04,0.0148,0
2024-04-30,https://example.com/product-page,Direct Traffic,209,165,72,0.32,5.44,0.034,6
2024-04-30,https://example.com/product-page,Display Ads,51,37,2,0.74,1.94,0.0097,0
2024-04-30,https://example.com/product-page,Email Marketing,109,67,34,0.224,3.86,0.0412,3
2024-04-30,https://example.com/product-page,Organic Search,622,425,89,0.324,2.76,0.0347,15
2024-04-30,https://example.com/product-page,Paid Search,315,205,14,0.393,2.21,0.0593,12
2024-04-30,https://example.com/product-page,Referral,75,46,7,0.448,2.98,0.0234,1
2024-04-30,https://example.com/product-page,Social Media,244,159,25,0.554,1.64,0.0205,3
2024-04-30,https://example.com/product-page,Video Ads,26,20,0,0.42,7.58,0.0121,0
2024-05-01,https://example.com/product-page,Direct Traffic,114,89,44,0.248,3.21,0.0502,4
2024-05-01,https://example.com/product-page,Display Ads,26,18,1,0.658,1.33,0.0107,0
2024-05-01,https://example.com/product-page,Email Marketing,101,64,24,0.28,4.22,0.0671,4
2024-05-01,https://example.com/product-page,Organic Search,413,306,84,0.467,4.78,0.0281,9
2024-05-01,https://example.com/product-page,Paid Search,204,133,14,0.406,3.08,0.0512,7
2024-05-01,https://example.com/product-page,Referral,59,43,5,0.526,3.99,0.0209,1
2024-05-01,https://example.com/product-page,Social Media,189,149,18,0.698,2.7,0.0114,2
2024-05-01,https://example.com/product-page,Video Ads,21,16,0,0.505,6.19,0.0103,0
2024-05-02,https://example.com/product-page,Direct Traffic,125,85,41,0.266,3.78,0.0488,4
2024-05-02,https://example.com/product-page,Display Ads,29,18,1,0.783,1.22,0.0044,0
2024-05-02,https://example.com/product-page,Email Marketing,74,53,20,0.221,4.34,0.0491,3
2024-05-02,https://example.com/product-page,Organic Search,433,344,51,0.363,4.28,0.0218,7
2024-05-02,https://example.com/product-page,Paid Search,186,127,7,0.313,2.03,0.0355,5
2024-05-02,https://example.com/product-page,Referral,61,39,7,0.453,2.34,0.0277,1
2024-05-02,https://example.com/product-page,Social Media,191,149,27,0.557,2.24,0.0203,3
2024-05-02,https://example.com/product-page,Video Ads,25,15,0,0.431,6.73,0.0132,0
2024-05-03,https://example.com/product-page,Direct Traffic,192,147,76,0.294,4.95,0.0271,4
2024-05-03,https://example.com/product-page,Display Ads,44,30,1,0.805,1.38,0.0078,0
2024-05-03,https://example.com/product-page,Email Marketing,122,95,34,0.257,6.15,0.0409,4
2024-05-03,https://example.com/product-page,Organic Search,421,275,51,0.461,3.88,0.0213,6
2024-05-03,https://example.com/product-page,Paid Search,224,154,18,0.307,2.14,0.0241,4
2024-05-03,https://example.com/product-page,Referral,59,42,7,0.39,3.77,0.0209,1
2024-05-03,https://example.com/product-page,Social Media,212,155,18,0.618,2.67,0.012,2
2024-05-03,https://example.com/product-page,Video Ads,25,19,1,0.493,4.56,0.0139,0
2024-05-04,https://example.com/product-page,Direct Traffic,67,48,27,0.319,4.21,0.0287,1
2024-05-04,https://example.com/product-page,Display Ads,17,10,0,0.782,1.49,0.0074,0
2024-05-04,https://example.com/product-page,Email Marketing,37,28,7,0.275,4.1,0.0249,1
2024-05-04,https://example.com/product-page,Organic Search,190,148,43,0.471,4.64,0.0373,6
2024-05-04,https://example.com/product-page,Paid Search,127,87,9,0.336,2.44,0.0403,4
2024-05-04,https://example.com/product-page,Referral,28,16,1,0.397,3.74,0.0105,0
2024-05-04,https://example.com/product-page,Social Media,77,57,10,0.612,2.32,0.0156,1
2024-05-04,https://example.com/product-page,Video Ads,13,8,0,0.422,6.56,0.0164,0
2024-05-05,https://example.com/product-page,Direct Traffic,124,91,22,0.275,3.67,0.0445,4
2024-05-05,https://example.com/product-page,Display Ads,26,19,1,0.618,1.25,0.0096,0
2024-05-05,https://example.com/product-page,Email Marketing,67,44,11,0.24,3.79,0.0288,1
2024-05-05,https://example.com/product-page,Organic Search,311,227,43,0.338,3.21,0.0289,7
2024-05-05,https://example.com/product-page,Paid Search,159,100,5,0.284,2.54,0.0507,5
2024-05-05,https://example.com/product-page,Referral,46,32,4,0.478,3.84,0.0214,1
2024-05-05,https://example.com/product-page,Social Media,121,88,24,0.626,1.93,0.0209,2
2024-05-05,https://example.com/product-page,Video Ads,17,13,0,0.542,7.15,0.0093,0
2024-05-06,https://example.com/product-page,Direct Traffic,123,94,51,0.319,4.34,0.026,2
2024-05-06,https://example.com/product-page,Display Ads,31,20,0,0.592,1.76,0.011,0
2024-05-06,https://example.com/product-page,Email Marketing,84,57,22,0.229,6.69,0.0506,3
2024-05-06,https://example.com/product-page,Organic Search,336,264,90,0.341,3.21,0.0125,3
2024-05-06,https://example.com/product-page,Paid Search,161,109,11,0.398,3.41,0.0341,4
2024-05-06,https://example.com/product-page,Referral,41,30,3,0.494,3.43,0.0272,1
2024-05-06,https://example.com/product-page,Social Media,144,91,24,0.528,2.5,0.0079,1
2024-05-06,https://example.com/product-page,Video Ads,16,9,0,0.468,6.76,0.006,0
2024-05-07,https://example.com/product-page,Direct Traffic,91,58,23,0.356,4.29,0.0273,2
2024-05-07,https://example.com/product-page,Display Ads,32,23,1,0.726,1.26,0.0113,0
2024-05-07,https://example.com/product-page,Email Marketing,75,48,9,0.28,3.86,0.0631,3
2024-05-07,https://example.com/product-page,Organic Search,345,242,40,0.362,3.88,0.0255,6
2024-05-07,https://example.com/product-page,Paid Search,150,90,5,0.309,3.62,0.0421,4
2024-05-07,https://example.com/product-page,Referral,43,27,2,0.501,3.66,0.0166,0
2024-05-07,https://example.com/product-page,Social Media,156,101,17,0.645,1.88,0.0112,1
2024-05-07,https://example.com/product-page,Video Ads,17,11,0,0.536,7.42,0.0158,0
2024-05-08,https://example.com/product-page,Direct Traffic,169,106,50,0.306,5.23,0.0212,2
2024-05-08,https://example.com/product-page,Display Ads,36,27,1,0.718,1.3,0.0079,0
2024-05-08,https://example.com/product-page,Email Marketing,106,71,34,0.274,3.68,0.051,4
2024-05-08,https://example.com/product-page,Organic Search,458,320,72,0.363,2.93,0.0151,5
2024-05-08,https://example.com/product-page,Paid Search,346,251,25,0.329,3.43,0.0408,10
2024-05-08,https://example.com/product-page,Referral,66,46,6,0.517,3.85,0.0216,1
2024-05-08,https://example.com/product-page,Social Media,191,137,16,0.554,1.84,0.0186,3
2024-05-08,https://example.com/product-page,Video Ads,29,20,1,0.509,5.4,0.0088,0
2024-05-09,https://example.com/product-page,Direct Traffic,167,126,47,0.324,5.29,0.0278,4
2024-05-09,https://example.com/product-page,Display Ads,50,39,2,0.84,1.89,0.0086,0
2024-05-09,https://example.com/product-page,Email Marketing,104,80,38,0.244,6.07,0.0667,5
2024-05-09,https://example.com/product-page,Organic Search,563,366,46,0.388,4.04,0.0179,7
2024-05-09,https://example.com/product-page,Paid Search,325,229,30,0.398,2.37,0.0594,14
2024-05-09,https://example.com/product-page,Referral,73,44,5,0.505,3.25,0.0243,1
2024-05-09,https://example.com/product-page,Social Media,253,194,38,0.655,1.76,0.0199,4
2024-05-09,https://example.com/product-page,Video Ads,24,18,0,0.493,7.35,0.0071,0
2024-05-10,https://example.com/product-page,Direct Traffic,144,96,33,0.279,4.19,0.028,3
2024-05-10,https://example.com/product-page,Display Ads,32,20,1,0.73,1.8,0.0045,0
2024-05-10,https://example.com/product-page,Email Marketing,89,59,19,0.288,4.83,0.0392,2
2024-05-10,https://example.com/product-page,Organic Search,391,285,40,0.461,4.54,0.037,11
2024-05-10,https://example.com/product-page,Paid Search,257,195,18,0.295,2.52,0.0242,5
2024-05-10,https://example.com/product-page,Referral,73,53,9,0.437,3.09,0.0212,1
2024-05-10,https://example.com/product-page,Social Media,243,172,28,0.592,2.25,0.0076,1
2024-05-10,https://example.com/product-page,Video Ads,26,15,0,0.596,4.6,0.0146,0
2024-05-11,https://example.com/product-page,Direct Traffic,89,65,29,0.321,5.71,0.0244,2
2024-05-11,https://example.com/product-page,Display Ads,28,20,1,0.674,1.57,0.005,0
2024-05-11,https://example.com/product-page,Email Marketing,76,48,11,0.203,5.22,0.0377,2
2024-05-11,https://example.com/product-page,Organic Search,336,238,33,0.41,4.57,0.0318,8
2024-05-11,https://example.com/product-page,Paid Search,192,137,17,0.293,3.41,0.0243,3
2024-05-11,https://example.com/product-page,Referral,50,37,7,0.51,3.24,0.0146,1
2024-05-11,https://example.com/product-page,Social Media,143,108,21,0.661,2.64,0.0076,1
2024-05-11,https://example.com/product-page,Video Ads,20,14,0,0.492,4.58,0.0176,0
2024-05-12,https://example.com/product-page,Direct Traffic,88,54,25,0.292,3.46,0.0382,2
2024-05-12,https://example.com/product-page,Display Ads,22,17,1,0.811,1.59,0.0098,0
2024-05-12,https://example.com/product-page,Email Marketing,64,48,19,0.229,4.74,0.0518,2
2024-05-12,https://example.com/product-page,Organic Search,320,209,36,0.36,3.72,0.0161,3
2024-05-12,https://example.com/product-page,Paid Search,155,100,7,0.411,2.51,0.0438,4
2024-05-12,https://example.com/product-page,Referral,47,30,5,0.506,3.02,0.0126,0
2024-05-12,https://example.com/product-page,Social Media,122,95,19,0.677,2.51,0.0135,1
2024-05-12,https://example.com/product-page,Video Ads,15,9,0,0.439,6.55,0.0128,0
2024-05-13,https://example.com/product-page,Direct Traffic,92,68,23,0.257,5.84,0.0371,3
2024-05-13,https://example.com/product-page,Display Ads,28,17,1,0.567,1.76,0.005,0
2024-05-13,https://example.com/product-page,Email Marketing,71,43,11,0.224,4.49,0.024,1
2024-05-13,https://example.com/product-page,Organic Search,348,224,61,0.444,3.26,0.0325,7
2024-05-13,https://example.com/product-page,Paid Search,167,122,16,0.314,2.52,0.049,6
2024-05-13,https://example.com/product-page,Referral,37,28,3,0.491,3.86,0.0116,0
2024-05-13,https://example.com/product-page,Social Media,154,115,15,0.54,1.5,0.0094,1
2024-05-13,https://example.com/product-page,Video Ads,17,13,0,0.479,5.2,0.0167,0
2024-05-14,https://example.com/product-page,Direct Traffic,182,138,74,0.358,5.59,0.0444,6
2024-05-14,https://example.com/product-page,Display Ads,39,29,2,0.629,1.63,0.012,0
2024-05-14,https://example.com/product-page,Email Marketing,132,85,16,0.238,4.35,0.0339,3
2024-05-14,https://example.com/product-page,Organic Search,579,442,148,0.368,3.16,0.0247,11
2024-05-14,https://example.com/product-page,Paid Search,248,177,10,0.295,3.41,0.0295,5
2024-05-14,https://example.com/product-page,Referral,66,41,3,0.448,3.96,0.0225,1
