date,url,marketing_segment,page_visits,unique_visitors,return_visitors
2024-07-04,https://example.com/product-page,Referral,60,36,6
2024-07-04,https://example.com/product-page,Social Media,188,125,25
2024-07-04,https://example.com/product-page,Video Ads,29,18,1
2024-07-05,https://example.com/product-page,Direct Traffic,88,53,14
2024-07-05,https://example.com/product-page,Display Ads,20,12,0
2024-07-05,https://example.com/product-page,Email Marketing,60,38,6
2024-07-05,https://example.com/product-page,Organic Search,269,175,54
2024-07-05,https://example.com/product-page,Paid Search,157,104,11
2024-07-05,https://example.com/product-page,Referral,45,34,6
2024-07-05,https://example.com/product-page,Social Media,140,96,27
2024-07-05,https://example.com/product-page,Video Ads,17,13,0
2024-07-06,https://example.com/product-page,Direct Traffic,99,60,16
2024-07-06,https://example.com/product-page,Display Ads,27,20,2
2024-07-06,https://example.com/product-page,Email Marketing,60,40,18
2024-07-06,https://example.com/product-page,Organic Search,275,193,40
2024-07-06,https://example.com/product-page,Paid Search,176,127,15
2024-07-06,https://example.com/product-page,Referral,43,29,5
2024-07-06,https://example.com/product-page,Social Media,117,71,21
2024-07-06,https://example.com/product-page,Video Ads,14,10,0
2024-07-07,https://example.com/product-page,Direct Traffic,65,44,12
2024-07-07,https://example.com/product-page,Display Ads,18,11,0
2024-07-07,https://example.com/product-page,Email Marketing,60,40,18
2024-07-07,https://example.com/product-page,Organic Search,282,211,39
2024-07-07,https://example.com/product-page,Paid Search,137,109,14
2024-07-07,https://example.com/product-page,Referral,27,17,1
2024-07-07,https://example.com/product-page,Social Media,84,62,10
2024-07-07,https://example.com/product-page,Video Ads,13,8,0
2024-07-08,https://example.com/product-page,Direct Traffic,112,74,19
2024-07-08,https://example.com/product-page,Display Ads,26,19,1
2024-07-08,https://example.com/product-page,Email Marketing,90,56,22
2024-07-08,https://example.com/product-page,Organic Search,338,262,92
2024-07-08,https://example.com/product-page,Paid Search,203,135,8
2024-07-08,https://example.com/product-page,Referral,43,26,5
2024-07-08,https://example.com/product-page,Social Media,180,110,17
2024-07-08,https://example.com/product-page,Video Ads,16,12,0
2024-07-09,https://example.com/product-page,Direct Traffic,100,65,22
2024-07-09,https://example.com/product-page,Display Ads,27,20,1
2024-07-09,https://example.com/product-page,Email Marketing,70,49,11
2024-07-09,https://example.com/product-page,Organic Search,366,220,55
2024-07-09,https://example.com/product-page,Paid Search,203,159,22
2024-07-09,https://example.com/product-page,Referral,49,31,3
2024-07-09,https://example.com/product-page,Social Media,155,120,16
2024-07-09,https://example.com/product-page,Video Ads,19,11,0
2024-07-10,https://example.com/product-page,Direct Traffic,103,69,39
2024-07-10,https://example.com/product-page,Display Ads,27,19,1
2024-07-10,https://example.com/product-page,Email Marketing,68,51,10
2024-07-10,https://example.com/product-page,Organic Search,290,195,44
2024-07-10,https://example.com/product-page,Paid Search,162,106,15
2024-07-10,https://example.com/product-page,Referral,59,39,7
2024-07-10,https://example.com/product-page,Social Media,175,117,12
2024-07-10,https://example.com/product-page,Video Ads,17,13,0
2024-07-11,https://example.com/product-page,Direct Traffic,114,71,19
2024-07-11,https://example.com/product-page,Display Ads,33,21,1
2024-07-11,https://example.com/product-page,Email Marketing,71,46,18
2024-07-11,https://example.com/product-page,Organic Search,392,240,50
2024-07-11,https://example.com/product-page,Paid Search,184,133,11
2024-07-11,https://example.com/product-page,Referral,51,37,4
2024-07-11,https://example.com/product-page,Social Media,128,92,24
2024-07-11,https://example.com/product-page,Video Ads,22,13,0
2024-07-12,https://example.com/product-page,Direct Traffic,126,77,19
2024-07-12,https://example.com/product-page,Display Ads,30,23,1
2024-07-12,https://example.com/product-page,Email Marketing,81,50,24
2024-07-12,https://example.com/product-page,Organic Search,445,297,87
2024-07-12,https://example.com/product-page,Paid Search,178,131,10
2024-07-12,https://example.com/product-page,Referral,44,30,2
2024-07-12,https://example.com/product-page,Social Media,136,98,14
2024-07-12,https://example.com/product-page,Video Ads,26,16,0
2024-07-13,https://example.com/product-page,Direct Traffic,111,82,35
2024-07-13,https://example.com/product-page,Display Ads,27,18,1
2024-07-13,https://example.com/product-page,Email Marketing,72,43,11
2024-07-13,https://example.com/product-page,Organic Search,281,198,34
2024-07-13,https://example.com/product-page,Paid Search,136,106,8
2024-07-13,https://example.com/product-page,Referral,38,24,4
2024-07-13,https://example.com/product-page,Social Media,111,83,13
2024-07-13,https://example.com/product-page,Video Ads,18,12,0
2024-07-14,https://example.com/product-page,Direct Traffic,89,70,31
2024-07-14,https://example.com/product-page,Display Ads,21,14,1
2024-07-14,https://example.com/product-page,Email Marketing,58,44,20
2024-07-14,https://example.com/product-page,Organic Search,219,171,45
2024-07-14,https://example.com/product-page,Paid Search,147,112,9
2024-07-14,https://example.com/product-page,Referral,31,18,2
2024-07-14,https://example.com/product-page,Social Media,97,74,12
2024-07-14,https://example.com/product-page,Video Ads,12,8,0
2024-07-15,https://example.com/product-page,Direct Traffic,116,90,36
2024-07-15,https://example.com/product-page,Display Ads,23,18,1
2024-07-15,https://example.com/product-page,Email Marketing,84,54,17
2024-07-15,https://example.com/product-page,Organic Search,302,198,61
2024-07-15,https://example.com/product-page,Paid Search,194,124,18
2024-07-15,https://example.com/product-page,Referral,41,26,1
2024-07-15,https://example.com/product-page,Social Media,159,125,23
2024-07-15,https://example.com/product-page,Video Ads,20,15,0
2024-07-16,https://example.com/product-page,Direct Traffic,121,94,23
2024-07-16,https://example.com/product-page,Display Ads,34,26,1
2024-07-16,https://example.com/product-page,Email Marketing,90,68,26
2024-07-16,https://example.com/product-page,Organic Search,367,273,75
2024-07-16,https://example.com/product-page,Paid Search,266,200,29
2024-07-16,https://example.com/product-page,Referral,58,40,8
2024-07-16,https://example.com/product-page,Social Media,188,125,28
2024-07-16,https://example.com/product-page,Video Ads,27,20,0
2024-07-17,https://example.com/product-page,Direct Traffic,88,60,34
2024-07-17,https://example.com/product-page,Display Ads,17,11,0
2024-07-17,https://example.com/product-page,Email Marketing,60,47,16
2024-07-17,https://example.com/product-page,Organic Search,262,185,52
2024-07-17,https://example.com/product-page,Paid Search,121,77,4
2024-07-17,https://example.com/product-page,Referral,31,18,3
2024-07-17,https://example.com/product-page,Social Media,96,68,18
2024-07-17,https://example.com/product-page,Video Ads,14,10,0
2024-07-18,https://example.com/product-page,Direct Traffic,108,77,30
2024-07-18,https://example.com/product-page,Display Ads,21,14,1
2024-07-18,https://example.com/product-page,Email Marketing,69,46,16
2024-07-18,https://example.com/product-page,Organic Search,288,208,76
2024-07-18,https://example.com/product-page,Paid Search,188,147,18
2024-07-18,https://example.com/product-page,Referral,38,28,2
2024-07-18,https://example.com/product-page,Social Media,134,85,19
2024-07-18,https://example.com/product-page,Video Ads,16,10,0
2024-07-19,https://example.com/product-page,Direct Traffic,123,92,36
2024-07-19,https://example.com/product-page,Display Ads,29,17,0
2024-07-19,https://example.com/product-page,Email Marketing,67,53,18
2024-07-19,https://example.com/product-page,Organic Search,411,287,59
2024-07-19,https://example.com/product-page,Paid Search,220,133,12
2024-07-19,https://example.com/product-page,Referral,52,33,4
2024-07-19,https://example.com/product-page,Social Media,140,109,11
2024-07-19,https://example.com/product-page,Video Ads,22,14,0
2024-07-20,https://example.com/product-page,Direct Traffic,59,40,21
2024-07-20,https://example.com/product-page,Display Ads,16,10,0
2024-07-20,https://example.com/product-page,Email Marketing,43,29,5
2024-07-20,https://example.com/product-page,Organic Search,212,159,22
2024-07-20,https://example.com/product-page,Paid Search,124,77,4
2024-07-20,https://example.com/product-page,Referral,29,20,3
2024-07-20,https://example.com/product-page,Social Media,74,56,6
2024-07-20,https://example.com/product-page,Video Ads,11,6,0
2024-07-21,https://example.com/product-page,Direct Traffic,65,45,25
2024-07-21,https://example.com/product-page,Display Ads,19,11,0
2024-07-21,https://example.com/product-page,Email Marketing,55,39,10
2024-07-21,https://example.com/product-page,Organic Search,250,164,46
2024-07-21,https://example.com/product-page,Paid Search,130,90,11
2024-07-21,https://example.com/product-page,Referral,31,23,3
2024-07-21,https://example.com/product-page,Social Media,90,59,16
2024-07-21,https://example.com/product-page,Video Ads,15,10,0
2024-07-22,https://example.com/product-page,Direct Traffic,136,106,47
2024-07-22,https://example.com/product-page,Display Ads,29,18,1
2024-07-22,https://example.com/product-page,Email Marketing,73,48,11
2024-07-22,https://example.com/product-page,Organic Search,312,229,82
2024-07-22,https://example.com/product-page,Paid Search,220,137,14
2024-07-22,https://example.com/product-page,Referral,62,46,8
2024-07-22,https://example.com/product-page,Social Media,177,120,33
2024-07-22,https://example.com/product-page,Video Ads,21,13,0
2024-07-23,https://example.com/product-page,Direct Traffic,84,50,18
2024-07-23,https://example.com/product-page,Display Ads,29,18,2
2024-07-23,https://example.com/product-page,Email Marketing,78,60,12
2024-07-23,https://example.com/product-page,Organic Search,300,188,69
2024-07-23,https://example.com/product-page,Paid Search,153,95,6
2024-07-23,https://example.com/product-page,Referral,44,34,4
2024-07-23,https://example.com/product-page,Social Media,144,98,20
2024-07-23,https://example.com/product-page,Video Ads,19,14,0
2024-07-24,https://example.com/product-page,Direct Traffic,110,67,23
2024-07-24,https://example.com/product-page,Display Ads,23,17,1
2024-07-24,https://example.com/product-page,Email Marketing,61,40,20
2024-07-24,https://example.com/product-page,Organic Search,277,218,42
2024-07-24,https://example.com/product-page,Paid Search,156,115,14
2024-07-24,https://example.com/product-page,Referral,44,32,7
2024-07-24,https://example.com/product-page,Social Media,147,94,24
2024-07-24,https://example.com/product-page,Video Ads,19,12,0
2024-07-25,https://example.com/product-page,Direct Traffic,78,52,18
2024-07-25,https://example.com/product-page,Display Ads,22,16,1
2024-07-25,https://example.com/product-page,Email Marketing,49,35,16
2024-07-25,https://example.com/product-page,Organic Search,292,198,54
2024-07-25,https://example.com/product-page,Paid Search,148,110,8
2024-07-25,https://example.com/product-page,Referral,32,23,4
2024-07-25,https://example.com/product-page,Social Media,93,61,11
2024-07-25,https://example.com/product-page,Video Ads,15,9,0
2024-07-26,https://example.com/product-page,Direct Traffic,91,70,26
2024-07-26,https://example.com/product-page,Display Ads,20,12,1
2024-07-26,https://example.com/product-page,Email Marketing,53,35,17
2024-07-26,https://example.com/product-page,Organic Search,253,153,33
2024-07-26,https://example.com/product-page,Paid Search,162,110,11
2024-07-26,https://example.com/product-page,Referral,36,22,4
2024-07-26,https://example.com/product-page,Social Media,118,87,18
2024-07-26,https://example.com/product-page,Video Ads,13,10,0
2024-07-27,https://example.com/product-page,Direct Traffic,69,52,20
2024-07-27,https://example.com/product-page,Display Ads,18,11,1
2024-07-27,https://example.com/product-page,Email Marketing,45,28,8
2024-07-27,https://example.com/product-page,Organic Search,182,144,36
2024-07-27,https://example.com/product-page,Paid Search,116,80,10
2024-07-27,https://example.com/product-page,Referral,37,24,5
2024-07-27,https://example.com/product-page,Social Media,87,55,6
2024-07-27,https://example.com/product-page,Video Ads,12,8,0
2024-07-28,https://example.com/product-page,Direct Traffic,89,64,23
2024-07-28,https://example.com/product-page,Display Ads,23,15,1
2024-07-28,https://example.com/product-page,Email Marketing,49,37,6
2024-07-28,https://example.com/product-page,Organic Search,216,133,40
2024-07-28,https://example.com/product-page,Paid Search,138,87,4
2024-07-28,https://example.com/product-page,Referral,41,31,4
2024-07-28,https://example.com/product-page,Social Media,91,68,8
2024-07-28,https://example.com/product-page,Video Ads,17,13,0
2024-07-29,https://example.com/product-page,Direct Traffic,112,89,19
2024-07-29,https://example.com/product-page,Display Ads,27,16,1
2024-07-29,https://example.com/product-page,Email Marketing,80,49,11
2024-07-29,https://example.com/product-page,Organic Search,403,282,67
2024-07-29,https://example.com/product-page,Paid Search,177,140,8
2024-07-29,https://example.com/product-page,Referral,47,32,3
